Brand,Model,Age,KmDriven,Transmission,Owner,FuelType,Price
Volkswagen,Polo,144,80000.0,Manual,second,Diesel,300000.0
Maruti Suzuki,Wagon-R,96,50000.0,Manual,first,Petrol,245000.0
Tata,Nexon,24,40000.0,Automatic,second,Petrol,680000.0
Maruti Suzuki,Ritz,132,87000.0,Manual,first,Diesel,385000.0
Toyota,Etios,108,155000.0,Manual,second,Diesel,589000.0
Volkswagen,Polo,120,80000.0,Manual,second,Diesel,425000.0
Maruti Suzuki,Wagon-R,120,84000.0,Manual,second,Petrol,265000.0
Volkswagen,Polo,36,18000.0,Automatic,first,Petrol,850000.0
Maruti Suzuki,Baleno,84,47000.0,Automatic,first,Petrol,575000.0
Volkswagen,Vento,156,134000.0,Manual,first,Diesel,425000.0
Maruti Suzuki,Alto,156,82000.0,Manual,first,Petrol,180000.0
Maruti Suzuki,Celerio,108,35000.0,Automatic,first,Petrol,425000.0
Renault,Duster,108,150000.0,Automatic,second,Diesel,450000.0
Toyota,Fortuner,144,132000.0,Manual,first,Diesel,1095000.0
Land Rover,Range Rover Evoque,84,130000.0,Automatic,second,Petrol,2500000.0
Maruti Suzuki,Ertiga,48,59000.0,Automatic,first,Petrol,980000.0
Tata,Nexon,72,95000.0,Automatic,second,Petrol,575000.0
Tata,Indigo,96,115000.0,Manual,second,Diesel,110000.0
Mahindra,Thar,24,11000.0,Manual,first,Diesel,1675000.0
Toyota,Camry,108,68000.0,Automatic,second,Petrol,1185000.0
Skoda,Kushaq,36,74000.0,Automatic,first,Petrol,1199000.0
Maruti Suzuki,Ritz,144,88000.0,Manual,first,Petrol,385000.0
Hyundai,i10,120,47000.0,Automatic,second,Petrol,455000.0
Mahindra,Bolero,108,16.0,Manual,first,Diesel,390000.0
Honda,Brio,144,68000.0,Manual,first,Petrol,235000.0
Honda,City,204,115000.0,Manual,second,Petrol,265000.0
Hyundai,i10,156,50000.0,Manual,second,Petrol,150000.0
Honda,WRV,84,98000.0,Manual,first,Diesel,600000.0
Land Rover,Discovery,60,62000.0,Automatic,first,Diesel,3099000.0
Tata,Harrier,60,67000.0,Manual,second,Diesel,899000.0
Tata,Zest,108,69000.0,Manual,second,Petrol,340000.0
Maruti Suzuki,Eeco,36,49000.0,Manual,first,Petrol,540000.0
Maruti Suzuki,Swift Dzire,132,162000.0,Manual,second,Diesel,390000.0
Toyota,Fortuner,72,86000.0,Manual,first,Diesel,2499000.0
Hyundai,Creta,12,35000.0,Automatic,first,Diesel,2025000.0
Maruti Suzuki,Wagon-R,120,38000.0,Manual,first,Petrol,370000.0
Hyundai,Creta,48,105000.0,Manual,first,Diesel,1050000.0
Toyota,Fortuner,24,25500.0,Automatic,first,Diesel,4199999.0
Maruti Suzuki,Swift Dzire,108,67000.0,Manual,first,Petrol,450000.0
Volkswagen,Vento,96,78000.0,Automatic,first,Petrol,555000.0
Toyota,Innova Crysta,216,191000.0,Manual,first,Diesel,295000.0
Hyundai,Creta,72,66000.0,Automatic,second,Petrol,1075000.0
Toyota,Innova Crysta,96,75000.0,Manual,first,Diesel,1480000.0
Maruti Suzuki,Vitara-Brezza,72,85600.0,Manual,first,Diesel,750000.0
Maruti Suzuki,Ertiga,144,155000.0,Manual,second,Diesel,650000.0
Hyundai,i10,168,46000.0,Manual,second,Petrol,78000.0
Maruti Suzuki,Ciaz,108,68000.0,Manual,first,Petrol,330000.0
Ford,Ecosport,72,73000.0,Automatic,first,Petrol,590000.0
Honda,City,156,74000.0,Automatic,second,Petrol,375000.0
Maruti Suzuki,Swift,72,65000.0,Automatic,second,Petrol,590000.0
Audi,A4,36,50000.0,Automatic,first,Petrol,3250000.0
Honda,City,120,61000.0,Automatic,first,Petrol,685000.0
Maruti Suzuki,Swift,228,98000.0,Manual,second,Petrol,160000.0
Mahindra,XUV500,84,76000.0,Automatic,second,Diesel,760000.0
Mahindra,XUV500,96,89100.0,Manual,second,Diesel,760000.0
Volkswagen,Polo,72,73961.0,Automatic,second,Petrol,935000.0
Ford,Endeavour,60,60000.0,Automatic,first,Diesel,2740000.0
Mahindra,Thar,72,46850.0,Manual,second,Diesel,880000.0
Mahindra,Thar,12,28000.0,Automatic,first,Diesel,1785000.0
Mahindra,XUV500,132,99000.0,Manual,second,Diesel,470000.0
Maruti Suzuki,SX4,180,56328.0,Manual,first,Petrol,265000.0
Hyundai,Creta,72,127000.0,Manual,first,Diesel,995000.0
Mercedes-Benz,C-Class,132,78000.0,Automatic,second,Petrol,790000.0
Toyota,Innova Crysta,24,31000.0,Automatic,first,Diesel,2700000.0
Skoda,Kodiaq,48,57000.0,Automatic,first,Diesel,3045000.0
Ford,Endeavour,84,70000.0,Automatic,second,Diesel,2650000.0
Hyundai,Eon,120,41453.0,Manual,second,Petrol,220000.0
Tata,Altroz,36,33000.0,Manual,first,Petrol,545000.0
Maruti Suzuki,Celerio,72,37000.0,Automatic,second,Petrol,460000.0
Volkswagen,Polo,108,65000.0,Manual,first,Petrol,375000.0
Hyundai,i10,24,36000.0,Automatic,first,Petrol,690000.0
Toyota,Camry,96,130000.0,Automatic,second,Petrol,1399999.0
Maruti Suzuki,Alto,132,100000.0,Manual,second,Petrol,160000.0
BMW,X1,96,93000.0,Automatic,first,Diesel,2100000.0
Hyundai,Creta,60,48000.0,Manual,first,Diesel,1065000.0
BMW,X5,96,63000.0,Automatic,second,Diesel,2290000.0
Hyundai,i20,108,85000.0,Manual,second,Diesel,560000.0
Skoda,Rapid,84,70000.0,Automatic,first,Diesel,750000.0
Hyundai,Verna,132,59000.0,Manual,second,Petrol,425000.0
Mahindra,TUV300,108,72000.0,Automatic,second,Diesel,390000.0
Mercedes-Benz,E-Class,144,74000.0,Automatic,second,Diesel,1295000.0
Honda,City,72,78127.0,Manual,first,Diesel,785000.0
Maruti Suzuki,Ciaz,48,26000.0,Manual,first,Petrol,775000.0
Renault,Kwid,84,65663.0,Automatic,second,Petrol,325000.0
BMW,5 Series,72,24000.0,Automatic,first,Petrol,4199000.0
Toyota,Fortuner,108,160000.0,Automatic,second,Diesel,1250000.0
Volkswagen,Polo,48,79000.0,Manual,second,Petrol,725000.0
Maruti Suzuki,Baleno,72,31000.0,Manual,first,Petrol,549000.0
Hyundai,Creta,60,55000.0,Automatic,first,Diesel,1299999.0
Maruti Suzuki,Swift Dzire,108,89000.0,Manual,second,Diesel,431000.0
Hyundai,Alcazar,24,37000.0,Automatic,first,Diesel,1820000.0
Maruti Suzuki,Alto,96,56000.0,Manual,first,Petrol,275000.0
Mercedes-Benz,M-Class,108,75000.0,Automatic,first,Diesel,2450000.0
Honda,Brio,120,32001.0,Manual,second,Petrol,295000.0
Maruti Suzuki,Swift Dzire,0,22000.0,Manual,first,Petrol,260000.0
Hyundai,i20,168,45000.0,Manual,second,Petrol,150000.0
Toyota,Fortuner,36,60000.0,Automatic,first,Petrol,3200000.0
Kia,Seltos,36,41000.0,Automatic,first,Petrol,1390000.0
Volkswagen,Polo,108,51000.0,Manual,second,Petrol,499999.0
Toyota,Glanza,36,28000.0,Automatic,second,Petrol,750000.0
BMW,5 Series,60,38000.0,Automatic,first,Diesel,4450000.0
Skoda,Rapid,60,64800.0,Automatic,first,Diesel,799000.0
Jeep,Compass,24,17300.0,Automatic,first,Petrol,1995000.0
Volkswagen,Vento,132,38000.0,Manual,first,Petrol,292000.0
Honda,City,156,95000.0,Automatic,second,Petrol,280000.0
Honda,Brio,144,72000.0,Manual,first,Petrol,165000.0
Maruti Suzuki,Ertiga,96,135000.0,Manual,second,Diesel,875000.0
Toyota,Etios,144,135000.0,Manual,second,Diesel,395000.0
Volkswagen,Vento,60,160000.0,Manual,first,Diesel,695000.0
Tata,Harrier,24,14000.0,Automatic,first,Diesel,1875000.0
Kia,Seltos,48,50200.0,Automatic,first,Petrol,1300000.0
Maruti Suzuki,Alto,120,47000.0,Manual,first,Petrol,255000.0
Honda,City,156,59600.0,Manual,second,Petrol,210000.0
Maruti Suzuki,Ritz,168,8000.0,Automatic,second,Petrol,185000.0
Maruti Suzuki,Wagon-R,12,30000.0,Manual,first,Petrol,675000.0
Renault,Kwid,84,54000.0,Automatic,second,Petrol,365000.0
Maruti Suzuki,Omni,312,80000.0,Manual,second,Petrol,75000.0
Chevrolet,Cruze,156,100000.0,Automatic,second,Diesel,295000.0
Mahindra,XUV500,84,48000.0,Automatic,first,Diesel,1199999.0
Hyundai,Verna,132,150000.0,Automatic,second,Diesel,410000.0
Hyundai,Creta,96,63000.0,Manual,second,Petrol,650000.0
Toyota,Fortuner,120,333000.0,Automatic,second,Diesel,1445000.0
Honda,City,72,62000.0,Manual,first,Petrol,695000.0
Honda,Amaze,36,56001.0,Automatic,first,Diesel,1125000.0
Toyota,Innova Crysta,84,25000.0,Manual,first,Diesel,1565000.0
Honda,Jazz,108,68001.0,Manual,second,Petrol,444000.0
Renault,Scala,132,72000.0,Manual,first,Diesel,345000.0
BMW,3 Series,60,50000.0,Automatic,second,Diesel,2675000.0
Honda,City,96,95000.0,Manual,second,Petrol,535000.0
Maruti Suzuki,S-Presso,36,39000.0,Automatic,first,Petrol,465000.0
Mahindra,XUV500,132,60000.0,Manual,second,Diesel,695000.0
Hyundai,Tucson,84,72315.0,Automatic,second,Diesel,1035000.0
Hyundai,Verna,120,82000.0,Automatic,second,Petrol,390000.0
Maruti Suzuki,Alto,60,85000.0,Automatic,second,Petrol,280000.0
Hyundai,Santa Fe,96,64000.0,Automatic,first,Diesel,1245000.0
Hyundai,Xcent,96,68500.0,Manual,second,Petrol,440000.0
Maruti Suzuki,Swift Dzire,24,44000.0,Automatic,first,Petrol,780000.0
Maruti Suzuki,Swift,60,59000.0,Manual,first,Petrol,540000.0
MG,Astor,24,32000.0,Automatic,first,Petrol,1275000.0
Audi,Q7,120,45000.0,Automatic,second,Diesel,1200000.0
Volkswagen,Vento,96,130000.0,Automatic,second,Petrol,525000.0
Toyota,Innova Crysta,84,112000.0,Automatic,first,Diesel,1551111.0
Mini,Cooper 5,120,32000.0,Automatic,second,Diesel,1900000.0
Renault,Kwid,84,78537.0,Automatic,first,Petrol,375000.0
Volkswagen,Vento,72,70673.0,Automatic,first,Diesel,775000.0
Maruti Suzuki,Baleno,72,39848.0,Manual,first,Petrol,479931.0
Audi,Q3,96,77000.0,Automatic,first,Diesel,1500000.0
Maruti Suzuki,Alto,192,111400.0,Manual,second,Petrol,150000.0
Toyota,Fortuner,84,30000.0,Automatic,second,Diesel,3495000.0
Skoda,Rapid,108,82000.0,Automatic,second,Diesel,325000.0
Maruti Suzuki,Swift Dzire,132,89000.0,Manual,second,Diesel,361000.0
Toyota,Fortuner,108,195000.0,Automatic,first,Diesel,1550000.0
Tata,Hexa,84,65110.0,Manual,first,Diesel,695000.0
Hyundai,Creta,24,25000.0,Manual,first,Petrol,1375000.0
BMW,7 Series,120,115000.0,Automatic,first,Diesel,1500000.0
Honda,Jazz,108,64000.0,Manual,first,Petrol,574999.0
Volkswagen,Polo,132,61000.0,Automatic,first,Petrol,415000.0
Hyundai,i10,120,54000.0,Automatic,second,Petrol,479000.0
Maruti Suzuki,Ciaz,48,610003.0,Manual,first,Petrol,840000.0
Toyota,Innova Crysta,24,25000.0,Automatic,first,Diesel,2600000.0
Maruti Suzuki,Celerio,108,103000.0,Automatic,second,Petrol,360000.0
Mahindra,Thar,24,14000.0,Automatic,first,Petrol,1550000.0
Tata,Bolt,108,56000.0,Manual,first,Petrol,235000.0
BMW,5 Series,96,47000.0,Automatic,second,Diesel,2500000.0
Jaguar,XF,132,97763.0,Automatic,second,Diesel,1550000.0
Tata,Tiago,36,74000.0,Manual,second,Petrol,515000.0
Honda,Brio,108,50000.0,Manual,second,Petrol,385000.0
Toyota,Innova Crysta,36,42000.0,Manual,second,Diesel,2550000.0
Skoda,Rapid,120,71000.0,Automatic,second,Petrol,395000.0
Mahindra,Thar,48,40000.0,Manual,first,Diesel,1195000.0
Hyundai,i20,168,83000.0,Manual,second,Petrol,235000.0
Toyota,Fortuner,144,166000.0,Manual,second,Diesel,1650000.0
Tata,Indigo,240,70899.0,Manual,second,Petrol,98000.0
Maruti Suzuki,Ertiga,60,91000.0,Manual,first,Diesel,1149000.0
Tata,Safari,24,27000.0,Manual,first,Diesel,1865000.0
Hyundai,Creta,72,77620.0,Automatic,first,Diesel,1350000.0
Ford,Ecosport,84,85000.0,Manual,second,Diesel,649999.0
Tata,Nano,96,58.0,Automatic,second,Petrol,186000.0
Maruti Suzuki,Swift Dzire,96,25.0,Manual,second,Diesel,420000.0
Maruti Suzuki,Alto,216,20024.0,Manual,first,Petrol,20000.0
Hyundai,i10,120,80000.0,Manual,second,Petrol,375556.0
Volkswagen,Polo,60,35000.0,Automatic,second,Petrol,1185000.0
Honda,City,96,77000.0,Automatic,first,Petrol,575000.0
Maruti Suzuki,Swift,72,63259.0,Automatic,second,Diesel,520000.0
Ford,Ecosport,84,110000.0,Manual,first,Diesel,449999.0
Hyundai,i20,12,14000.0,Automatic,first,Petrol,925000.0
Volkswagen,Tiguan,72,52000.0,Automatic,first,Diesel,1915000.0
Mercedes-Benz,G-Class,156,45000.0,Automatic,second,Diesel,7500000.0
BMW,3 Series,96,65000.0,Automatic,second,Diesel,1325000.0
Renault,Duster,96,75000.0,Automatic,second,Diesel,595000.0
Maruti Suzuki,Swift,204,135000.0,Manual,second,Diesel,165000.0
Toyota,Innova Crysta,120,105000.0,Manual,second,Diesel,780000.0
Land Rover,Range Rover,96,151000.0,Automatic,second,Diesel,2800000.0
BMW,7 Series,132,61000.0,Automatic,second,Diesel,851000.0
Maruti Suzuki,Grand Vitara,12,21209.0,Manual,first,Petrol,1290000.0
Toyota,Glanza,48,87000.0,Manual,first,Petrol,733000.0
Renault,Duster,96,130000.0,Manual,second,Diesel,599000.0
Volvo,XC90,108,125000.0,Automatic,second,Diesel,1075000.0
Tata,Tiago,72,30000.0,Automatic,first,Petrol,355000.0
Audi,A6,108,78561.0,Automatic,first,Diesel,898970.0
Honda,City,96,63000.0,Manual,second,Petrol,600000.0
Honda,Amaze,96,65000.0,Manual,first,Petrol,410000.0
Volkswagen,Polo,108,102000.0,Automatic,second,Petrol,450000.0
Maruti Suzuki,Swift,24,35000.0,Automatic,first,Petrol,745000.0
Volkswagen,Virtus,24,50000.0,Automatic,first,Petrol,1299000.0
Maruti Suzuki,A-Star,132,60000.0,Automatic,second,Petrol,299000.0
BMW,5 Series,120,72000.0,Automatic,second,Diesel,1599000.0
Mini,Cooper S,132,53000.0,Automatic,second,Petrol,1600000.0
Toyota,Etios Liva,72,74000.0,Manual,second,Diesel,850000.0
MG,Hector,12,29000.0,Automatic,first,Petrol,2295000.0
Mercedes-Benz,CLA,96,20800.0,Automatic,second,Petrol,1700000.0
Hyundai,i20,84,95000.0,Manual,second,Petrol,565000.0
Mahindra,Thar,36,13000.0,Automatic,first,Diesel,1700000.0
Mahindra,XUV700,12,4000.0,Manual,first,Petrol,2100000.0
Maruti Suzuki,Baleno,36,57000.0,Automatic,second,Petrol,685000.0
Mahindra,Alturas G4,24,25000.0,Automatic,first,Diesel,2725000.0
Mahindra,Scorpio,84,92000.0,Manual,first,Diesel,1050000.0
MG,Astor,36,12110.0,Automatic,first,Petrol,1295000.0
Hyundai,i20,24,13162.0,Automatic,first,Petrol,975000.0
Toyota,Etios Liva,84,49000.0,Manual,first,Petrol,599000.0
Maruti Suzuki,Alto,96,68000.0,Manual,second,Petrol,265000.0
Audi,A6,132,110000.0,Automatic,second,Diesel,1150000.0
Hyundai,i20,84,52355.0,Manual,first,Petrol,499555.0
Hyundai,i10,132,40595.0,Automatic,second,Petrol,310000.0
Mahindra,Thar,36,41000.0,Manual,second,Diesel,1450000.0
Maruti Suzuki,Omni,120,77500.0,Automatic,second,Petrol,1010000.0
Maruti Suzuki,Swift Dzire,72,55000.0,Manual,first,Petrol,595000.0
Hyundai,i10,132,80000.0,Automatic,second,Petrol,145000.0
Land Rover,Defender,0,7000.0,Automatic,first,Petrol,12700000.0
Mercedes-Benz,GLA,96,71000.0,Automatic,second,Petrol,1990000.0
Hyundai,Santro,204,65000.0,Manual,second,Petrol,185000.0
Toyota,Innova Crysta,60,69000.0,Automatic,first,Diesel,2699000.0
Maruti Suzuki,Ertiga,60,90000.0,Manual,first,Diesel,900000.0
Fiat,Linea,180,79742.0,Manual,second,Petrol,165000.0
Audi,Q3,84,45000.0,Automatic,second,Diesel,1690000.0
Toyota,Innova Crysta,24,8000.0,Automatic,first,Diesel,3375000.0
Toyota,Etios,144,51000.0,Automatic,second,Petrol,260000.0
BMW,3 Series,60,71000.0,Automatic,first,Diesel,2550000.0
Aston Martin,Vanquish,96,25700.0,Automatic,first,Petrol,26400000.0
Mercedes-Benz,C-Class,108,58000.0,Automatic,first,Diesel,2149999.0
Toyota,Fortuner,0,2596.0,Manual,first,Diesel,3899999.0
Mahindra,Thar,12,24500.0,Automatic,first,Petrol,1410000.0
Honda,City,36,125000.0,Manual,first,Diesel,1075000.0
Maruti Suzuki,Ciaz,84,79000.0,Automatic,second,Petrol,600000.0
Toyota,Innova Crysta,60,118000.0,Automatic,second,Diesel,1999000.0
BMW,5 Series,84,75000.0,Automatic,first,Diesel,4000000.0
Mahindra,Bolero,84,105000.0,Manual,second,Diesel,620000.0
Maruti Suzuki,Vitara-Brezza,36,35000.0,Manual,first,Petrol,851000.0
Audi,A8,84,51000.0,Automatic,first,Diesel,3500000.0
Kia,Seltos,24,30891.0,Automatic,first,Diesel,1875000.0
Hyundai,Alcazar,12,2500.0,Automatic,first,Petrol,1800000.0
Maruti Suzuki,Swift,60,32000.0,Manual,second,Petrol,575000.0
Mahindra,Thar,36,66000.0,Manual,first,Diesel,1425000.0
Volvo,V40,96,75000.0,Automatic,first,Petrol,1375000.0
MG,Hector,60,71000.0,Manual,first,Diesel,1275000.0
Audi,A6,156,51000.0,Automatic,second,Petrol,1350000.0
Maruti Suzuki,Alto,108,75000.0,Automatic,second,Petrol,310000.0
Hyundai,i20,72,39500.0,Manual,first,Petrol,545000.0
Renault,Captur,72,120000.0,Manual,first,Diesel,800000.0
Volkswagen,Passat,144,68900.0,Automatic,second,Diesel,555000.0
Mercedes-Benz,E-Class,84,68000.0,Automatic,first,Diesel,3090000.0
Ford,Ecosport,108,80000.0,Automatic,second,Petrol,465000.0
Maruti Suzuki,Alto,60,62000.0,Manual,first,Petrol,360000.0
Hyundai,Venue,24,55000.0,Manual,first,Diesel,1250000.0
Volkswagen,Polo,108,60000.0,Manual,second,Petrol,460000.0
Toyota,Innova Crysta,84,34000.0,Manual,first,Diesel,1395000.0
Jeep,Compass,84,49000.0,Automatic,first,Petrol,1151111.0
Hyundai,i20,96,36000.0,Manual,second,Petrol,450000.0
Mahindra,KUV100,96,85000.0,Manual,second,Diesel,320000.0
Mahindra,Bolero,12,35000.0,Automatic,second,Diesel,1050000.0
Honda,Amaze,108,160000.0,Manual,second,Diesel,275000.0
Maruti Suzuki,Swift,168,141000.0,Manual,second,Diesel,330000.0
Land Rover,Range Rover,144,23100.0,Automatic,second,Diesel,4795000.0
Hyundai,Verna,120,100000.0,Manual,first,Petrol,950000.0
Hyundai,Elantra,96,88000.0,Manual,second,Diesel,860000.0
Porsche,Macan,12,5100.0,Automatic,first,Petrol,8900000.0
Maruti Suzuki,Ciaz,84,76000.0,Manual,second,Petrol,480000.0
BMW,X3,60,50000.0,Automatic,second,Diesel,4000000.0
Mercedes-Benz,M-Class,120,48000.0,Automatic,first,Diesel,1745000.0
Mahindra,XUV700,0,16666.0,Automatic,first,Diesel,2599999.0
Skoda,Kushaq,24,38917.0,Manual,first,Petrol,1225000.0
Maruti Suzuki,Baleno,96,55000.0,Automatic,first,Petrol,655000.0
Nissan,Terrano,108,84000.0,Manual,second,Diesel,500000.0
Hyundai,Elantra,120,120000.0,Automatic,second,Diesel,550000.0
Maruti Suzuki,Ertiga,24,8638.0,Manual,first,Petrol,1150000.0
Maruti Suzuki,Swift Dzire,132,62000.0,Manual,second,Petrol,350000.0
Honda,Amaze,120,86131.0,Manual,second,Diesel,300000.0
Maruti Suzuki,Swift,36,29000.0,Automatic,first,Petrol,765000.0
MG,Astor,0,260.0,Manual,first,Petrol,1495000.0
Hyundai,Verna,12,15120.0,Automatic,first,Petrol,1550000.0
Tata,Altroz,36,21000.0,Manual,second,Petrol,535000.0
MG,Hector,24,11000.0,Automatic,first,Petrol,1850000.0
Maruti Suzuki,Ciaz,84,63000.0,Manual,first,Petrol,750000.0
Skoda,Rapid,36,41189.0,Automatic,first,Petrol,1225000.0
Mahindra,Scorpio,24,20000.0,Manual,first,Diesel,1945000.0
Mercedes-Benz,C-Class,156,64000.0,Automatic,second,Diesel,975000.0
Kia,Seltos,48,62500.0,Manual,first,Diesel,945000.0
Toyota,Innova Crysta,144,121000.0,Manual,first,Diesel,400000.0
Maruti Suzuki,Swift,72,38000.0,Manual,second,Petrol,480000.0
Mahindra,Thar,36,30000.0,Automatic,first,Diesel,1540000.0
Maruti Suzuki,Swift Dzire,168,130000.0,Manual,second,Diesel,260000.0
Maruti Suzuki,Wagon-R,36,71000.0,Manual,first,Petrol,475000.0
Hyundai,Creta,12,4800.0,Automatic,second,Diesel,1950000.0
Maruti Suzuki,Baleno,84,59000.0,Manual,first,Petrol,515000.0
Honda,City,156,75875.0,Automatic,second,Petrol,295000.0
Kia,Seltos,48,109000.0,Manual,first,Diesel,975000.0
Mercedes-Benz,E-Class,216,92000.0,Automatic,second,Diesel,500000.0
Jaguar,XF,120,41000.0,Automatic,second,Diesel,2525000.0
Maruti Suzuki,XL6,24,76000.0,Manual,first,Petrol,1000000.0
Mini,Cooper 3,48,12000.0,Automatic,first,Petrol,4450000.0
